Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Carola Garra,F,SBD,Single-ply,24.5,24-34,24-39,Open,62.67,63,-235,240,-245.5,,240,-170,170,-181,,170,205,215,-225,,215,625,2,674.35,673.90,595.11,113.17,Yes,Italy,,IPF,IPF,2019-11-18,UAE,,Dubai,World Powerlifting Championships,Yes
Carola Garra,F,SBD,Raw,24.5,24-34,24-39,Open,62.67,63,167.5,177.5,182.5,,182.5,120,130,135,,135,175,187.5,195,,195,512.5,1,552.97,552.60,487.99,112.51,Yes,Italy,,FIPL,IPF,2019-10-05,Italy,,San Zenone al Lambro,5° Campionato Open Classic di Powerlifting,Yes
Carola Garra,F,SBD,Raw,24.5,24-34,24-39,Open,63,63,160,-170,175,,175,115,125,130,,130,160,175,-191,,175,480,1,516.25,515.50,455.20,105.02,Yes,Italy,,FIPL,IPF,2019-06-13,Italy,,San Zenone al Lambro,2° Trials Classic Senior di Powerlifting,Yes
Carola Garra,F,SBD,Raw,24.5,24-34,24-39,Open,62.6,63,170,180,185.5,,185.5,125,130,-135,,130,177.5,187.5,-192.5,,187.5,503,1,543.09,542.82,479.35,110.50,Yes,Italy,,IPF,IPF,2019-06-04,Sweden,,Helsingborg,World Classic Powerlifting Championships,Yes
Carola Garra,F,SBD,Single-ply,24.5,24-34,24-39,Open,62.53,63,210,,,,210,120,130,135,,135,180,195,,,195,540,1,583.44,583.24,515.06,97.91,Yes,Italy,,FIPL,IPF,2019-04-11,Italy,,San Zenone al Lambro,37° Campionato Italiano Assoluto di Powerlifting,Yes
Carola Garra,F,SBD,Raw,24.5,24-34,24-39,Seniores,64.1,72,167.5,175,182.5,,182.5,125,130,137.5,,137.5,167.5,177.5,187.5,,187.5,507.5,1,540.14,537.98,474.94,109.82,Yes,Italy,,FIAP,,2019-03-29,Italy,,Rome,I Classic,Yes
Carola Garra,F,SBD,Single-ply,23.5,24-34,24-39,Open,63.7,72,225,235,245,,245,160,165,170,,170,190,205,-220,,205,620,1,662.37,660.33,583.00,111.24,Yes,Italy,,FIPL,IPF,2018-12-13,Italy,,San Zenone al Lambro,XVIII Coppa Italia di Powerlifting Equipped,Yes
Carola Garra,F,SBD,Single-ply,23.5,24-34,24-39,Open,62.25,63,220,227.5,-232.5,,227.5,157.5,162.5,-167.5,,162.5,192.5,202.5,-210,,202.5,592.5,2,641.93,642.13,567.10,107.70,Yes,Italy,,IPF,IPF,2018-11-05,Sweden,,Halmstad,World Powerlifting Championships,Yes
Carola Garra,F,SBD,Raw,23.5,24-34,24-39,Open,62.45,63,160,170,,,170,115,122.5,130,,130,160,175,182.5,,182.5,482.5,1,521.72,521.64,460.67,106.16,Yes,Italy,,FIPL,IPF,2018-10-11,Italy,,San Zenone al Lambro,IV Campionato Italiano Assoluto Open di Powerlifting Classic,Yes
Carola Garra,F,SBD,Raw,23.5,24-34,24-39,Open,62.22,63,160,167.5,175,,175,122.5,130,-133.5,,130,160,170,180,,180,485,1,525.62,525.82,464.38,106.97,Yes,Italy,,FIPL,IPF,2018-06-15,Italy,,San Zenone al Lambro,1° Trials Classic Senior di Powerlifting,Yes
Carola Garra,F,SBD,Single-ply,23.5,24-34,24-39,Open,62.45,63,200,212.5,222.5,,222.5,152.5,157.5,162.5,,162.5,180,190,201,,201,586,1,633.64,633.54,559.49,106.32,Yes,Italy,,FIPL,IPF,2018-04-12,Italy,,San Zenone al Lambro,36° Campionato Italiano Assoluto di Powerlifting,Yes
Carola Garra,F,SBD,Raw,23.5,24-34,24-39,Open,62.65,63,152.5,160,165,,165,125,130,-135.5,,130,155,165,172.5,,172.5,467.5,1,504.52,504.20,445.25,102.65,Yes,Italy,,IPF,IPF,2018-01-28,Iceland,,Reykjavík,Reykjavik International Games,Yes
Carola Garra,F,B,Single-ply,22.5,20-23,19-23,Junior,62.57,63,,,,,,145.5,150,155,,155,,,,,,155,1,167.40,167.33,147.77,93.94,Yes,Italy,,FIPL,IPF,2017-12-15,Italy,,Cecina,XVIII Campionato Italiano di Panca e III Campionato Classic di Panca,Yes
Carola Garra,F,B,Raw,22.5,20-23,19-23,Junior,62.89,63,,,,,,110,115,120,,120,,,,,,120,1,129.20,129.05,113.95,100.23,Yes,Italy,,FIPL,IPF,2017-12-15,Italy,,Cecina,XVIII Campionato Italiano di Panca e III Campionato Classic di Panca,Yes
Carola Garra,F,SBD,Single-ply,22.5,20-23,19-23,Junior,62.68,63,120,130,140,,140,-120,125,130,,130,145,157.5,170,,170,440,1,474.70,474.37,418.90,79.67,Yes,Italy,,FIPL,IPF,2017-10-19,Italy,,Levico Terme,XVII Coppa Italia,Yes
Carola Garra,F,SBD,Raw,22.5,20-23,19-23,Open,62.53,63,150,157.5,165,,165,122.5,128.5,133,,133,155,165,-175,,165,463,1,500.25,500.08,441.62,101.79,Yes,Italy,,EPF,IPF,2017-09-14,Luxembourg,,Hamm,Western European Championships,Yes
Carola Garra,F,SBD,Raw,22.5,20-23,19-23,Junior,62.23,63,110,120,130,,130,117.5,122.5,130.5,,130.5,130,142.5,155,,155,415.5,1,450.25,450.42,397.79,91.63,Yes,Italy,,FIPL,IPF,2017-06-09,Italy,,Taneto di Gattatico,III Campionato Classic di Powerlifting,Yes
Carola Garra,F,SBD,Raw,22.5,20-23,19-23,Juniors,62.7,63,161,-170,-170,,161,120,125,-127.5,,125,160,-170,-170,,160,446,1,481.08,480.72,424.51,97.88,Yes,Italy,,EPF,IPF,2017-03-12,Denmark,,Thisted,European Classic Powerlifting Championships,Yes
Carola Garra,F,B,Raw,21.5,20-23,19-23,Junior,62.27,63,,,,,,117.5,122.5,-125,,122.5,,,,,,122.5,1,132.69,132.73,117.22,102.90,Yes,Italy,,FIPL,IPF,2016-12-16,Italy,,Cecina,XVII Campionato Italiano di Panca e II Campionato Classic di Panca Raw,Yes
Carola Garra,F,SBD,Single-ply,21.5,20-23,19-23,Junior,60.98,63,140,147.5,155,,155,120,-125,-125,,120,150,162.5,-172.5,,162.5,437.5,1,480.08,481.70,425.52,80.48,Yes,Italy,,FIPL,IPF,2016-10-13,Italy,,Terni,XVI Coppa Italia,Yes
Carola Garra,F,SBD,Raw,21.5,20-23,19-23,Junior,61.45,63,130,140,145,,145,120,130,-132.5,,130,145,160.5,167.5,,167.5,442.5,1,483.26,484.34,427.81,98.41,Yes,Italy,,FIPL,IPF,2016-06-14,Italy,,Taneto di Gattatico,XIII Coppa Bertoletti di Panca e II Campionato Classic di Powerlifting Raw,Yes
Carola Garra,F,SBD,Raw,21.5,20-23,19-23,Juniors,61.15,63,120,130,137.5,,137.5,120.5,128,-130.5,,128,140,155,160,,160,425.5,1,466.11,467.48,412.95,94.94,Yes,Italy,,EPF,IPF,2016-03-05,Estonia,,Tartu,European Classic Powerlifting Championships,Yes
Carola Garra,F,B,Raw,20.5,20-23,19-23,Junior,61.38,63,,,,,,120,-130,-130,,120,,,,,,120,1,131.15,131.46,116.12,101.66,Yes,Italy,,FIPL,IPF,2015-12-12,Italy,,Cecina,16° Campionato Italiano di Panca e 1° Campionato Classic di Panca Raw,Yes
Carola Garra,F,SBD,Raw,20.5,20-23,19-23,Junior,60.63,63,95,105,-110,,105,115,120,-125,,120,120,127,132,,132,357,1,393.16,394.81,348.79,80.12,Yes,Italy,,FIPL,IPF,2015-06-19,Italy,,Taneto di Gattatico,12° Coppa Bertoletti di Panca e 5° Trofeo di Powerlifting Raw,Yes
Carola Garra,F,B,Single-ply,20.5,20-23,19-23,Junior,61.06,63,,,,,,115,-122,-122,,115,,,,,,115,1,126.09,126.49,111.74,70.81,Yes,Italy,,FIPL,IPF,2015-06-19,Italy,,Taneto di Gattatico,12° Coppa Bertoletti di Panca e 5° Trofeo di Powerlifting Raw,Yes
