Name,Sex,Event,Equipment,Age,Division,BodyweightKg,Squat1Kg,Squat2Kg,Squat3Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Best3DeadliftKg,TotalKg,Place,Dots,Tested,Date,Sanctioned
Ivan Zhao,M,SBD,Raw,21.5,MR-Jr,82.2,252.5,-265.0,275,275,135.0,-142.5,150.0,150.0,245.0,260.0,275.0,275.0,700.0,2,475.16,Yes,2023-10-21,Yes
Ivan Zhao,M,SBD,Raw,21.5,MR-C,82.45,247.5,260.0,-270,260,127.5,135.0,137.5,137.5,247.5,260.0,-270.0,260.0,657.5,32,445.54,Yes,2023-04-13,Yes
Ivan Zhao,M,SBD,Raw,20.5,MR-C,81.8,217.5,227.5,240,240,-127.5,127.5,135.0,135.0,-232.5,232.5,252.5,252.5,627.5,3,427.13,Yes,2022-11-12,Yes
Ivan Zhao,M,SBD,Raw,20.5,MR-O,82.15,215.0,230.0,-240,230,122.5,127.5,135.0,135.0,-245.0,245.0,-260.0,245.0,610.0,3,414.21,Yes,2022-07-30,Yes
